@relation whatever

@attribute Component0 numeric
@attribute Component1 numeric
@attribute Component2 numeric


@data
-3.251739524747283, 0.47216452824696326,0
1.3070481145205044, 0.7992122447955798,0
-0.8677917886512327, 0.7321663002534432,0
-0.8677917886512327, 0.7321663002534432,0
1.3070481145205044, 0.7992122447955798,0
-2.6557525907232713, 0.5371649712485835,0
1.3127800767932816, -0.7494226861259112,0
-1.7492698119921322, 0.10284625442959947,0
1.5180666015357442, 0.47595642861942644,0
-3.9241097151638695, 0.035800309887463244,0
1.3089587686114301, 0.2830006011550828,0
0.7110611804964915, 0.7342118017939596,0
0.11889555465433033, -0.36321192848865425,0
0.11507424647247896, 0.6692113587923398,0
0.3260927334877184, 0.3459555426161862,0
1.2745884485969952, -0.9351045738048516,0
2.49902198256853, 0.9292131307988192,0
-1.020558301436378, -0.010561250462317318,0
2.49902198256853, 0.9292131307988192,0
1.5161559474448185, 0.9921680722599235,0
-2.9794353082364444, -0.21283651925258046,0
1.3070481145205044, 0.7992122447955798,0
1.864843420348231, 0.6785308001182597,0
0.9259009756935827, -0.6214673016631878,0
-1.5019703508715319, 0.48148396957288314,0
2.1140535355597567, 0.5409568716210458,0
3.0950089165925427, 0.9942135738004396,0
-0.2698942005362942, 0.2809550996145664,0
0.7110611804964915, 0.7342118017939596,0
2.49902198256853, 0.9292131307988192,0
-3.460847357671597, 0.2792087007826199,0
-5.039700326819322, 0.2771631992421036,0
1.2745884485969952, -0.9351045738048516,0
-3.328122781139856, 0.1008007528890831,0
2.1140535355597567, 0.5409568716210458,0
0.7129718345874172, 0.21800015815346263,0
0.07879327236711822, -0.03268217252709745,0
2.49902198256853, 0.9292131307988192,0
-3.9241097151638695, 0.035800309887463244,0
0.11507424647247896, 0.6692113587923398,0
-3.251739524747283, 0.47216452824696326,0
2.49902198256853, 0.9292131307988192,0
-3.2307223297471013, -5.206163551798504,0
2.4627410084631696, 0.2273195994793828,0
-4.481905020991595, 0.1564817545647833,0
0.11507424647247896, 0.6692113587923398,0
1.5161559474448185, 0.9921680722599235,0
1.3070481145205044, 0.7992122447955798,0
3.0950089165925427, 0.9942135738004396,0
-2.383448374212431, -0.14783607625096068,0
-0.4809126875515339, 0.6042109157907196,0
-1.825653068384704, -0.2685175209282806,0
-0.47900203346060827, 0.08799927215022268,0
-0.4809126875515339, 0.6042109157907196,0
-4.652821225719623, 0.1492078147793799,0
1.3070481145205044, 0.7992122447955798,0
2.112142881468831, 1.0571685152615429,0
3.0950089165925427, 0.9942135738004396,0
3.0950089165925427, 0.9942135738004396,0
-3.3663144093361423, -0.08488113478985698,0
2.112142881468831, 1.0571685152615429,0
-2.2507237976806893, -0.3262440241444973,0
-2.307065117819858, 0.2235276991069195,0
2.112142881468831, 1.0571685152615429,0
-2.864860423647585, 0.3442091437842398,0
1.3127800767932816, -0.7494226861259112,0
-2.864860423647585, 0.3442091437842398,0
-0.26416223826351715, -1.2676798313069246,0
-1.0749889674846207, 0.022998829148602885,0
1.3070481145205044, 0.7992122447955798,0
2.1159641896506827, 0.02474522798054879,0
2.49902198256853, 0.9292131307988192,0
-0.5152830075659687, -0.6138942591692143,0
-0.865881134560307, 0.21595465661294622,0
3.0950089165925427, 0.9942135738004396,0
-0.26798354644536854, -0.2352565440259307,0
3.0950089165925427, 0.9942135738004396,0
1.3070481145205044, 0.7992122447955798,0
0.7167931427692688, -0.8144231291275313,0
3.0950089165925427, 0.9942135738004396,0
1.6939272156202032, 0.6712568603328563,0
0.7187037968601944, -1.3306347727680286,0
-0.26607289235444276, -0.7514681876664276,0
-2.2507237976806893, -0.3262440241444973,0
