@relation whatever

@attribute Component0 numeric
@attribute Component1 numeric
@attribute Component2 numeric


@data
0.55107629035171, -0.6655725066053149,0
0.5413865186369824, -0.6532822952061227,0
0.5407441443266837, -0.6413322017789304,0
0.5407441443266834, -0.6413322017789307,0
0.541386518636982, -0.653282295206123,0
0.5472138375729008, -0.6550801552187497,0
0.11576952089335109, -0.659665953044222,0
0.5439859168915601, -0.5018806797179239,0
0.5299444081390884, -0.660536554023701,0
0.5602379010860655, -0.5253493509899544,0
0.5259963175133637, -0.6531182825725492,0
0.5402058272168337, -0.6455803032180963,0
0.40455461985270164, -0.6362533766879004,0
0.5396915244303848, -0.6402116927208218,0
0.5251118014719387, -0.6431605699900308,0
0.08628160675595778, -0.6241383046483451,0
0.5456061071816912, -0.6752419885934335,0
0.5444031057564062, -0.17959248774817674,0
0.5456061071816916, -0.6752419885934337,0
0.5427434767064239, -0.6602214383029024,0
0.5542323578476559, -0.3170994148968834,0
0.5413865186369815, -0.6532822952061232,0
0.5410891171476323, -0.6335558319042209,0
0.13387504200922612, -0.6559640191979883,0
0.5422227694643585, -0.6067234192786839,0
0.5329931907289064, -0.6723975313578313,0
0.5485745242079049, -0.6892774724622175,0
0.5233984574929557, -0.6378677808209887,0
0.5402058272168329, -0.6455803032180967,0
0.5456061071816911, -0.6752419885934341,0
0.552573311773133, -0.6632231318969178,0
0.568274674466779, -0.716334184198375,0
0.08628160675595727, -0.6241383046483452,0
0.5546203340025695, -0.5220540636971305,0
0.532993190728908, -0.6723975313578305,0
0.5233792866525553, -0.6439420687143752,0
0.5170450445920005, -0.6004693635691161,0
0.5456061071816916, -0.6752419885934338,0
0.5602379010860655, -0.5253493509899545,0
0.5396915244303854, -0.6402116927208216,0
0.5510762903517099, -0.665572506605315,0
0.5456061071816927, -0.6752419885934337,0
-23.535966037375175, -0.4988624880979116,0
0.5277121214751673, -0.6484742774275023,0
0.5638276467315697, -0.6414287977483567,0
0.5396915244303857, -0.6402116927208217,0
0.5427434767064228, -0.6602214383029027,0
0.541386518636981, -0.6532822952061232,0
0.548574524207906, -0.6892774724622169,0
0.549657846123372, -0.3279970298888506,0
0.5398788503268124, -0.6372875724795477,0
0.5488229936340849, -0.09170544582726653,0
0.5195200777337151, -0.632182272284673,0
0.5398788503268135, -0.6372875724795475,0
0.5637958988528471, -0.6945975942395965,0
0.5413865186369817, -0.6532822952061232,0
0.5449058029333039, -0.6708494225305168,0
0.5485745242079048, -0.6892774724622175,0
0.5485745242079058, -0.6892774724622167,0
0.5575944904703847, -0.3542871844992651,0
0.5449058029333042, -0.6708494225305165,0
0.5555028860889606, 0.20801994537458018,0
0.5458027615797921, -0.5962110584909142,0
0.5449058029333048, -0.6708494225305163,0
0.5483492417247327, -0.6522581693794468,0
0.11576952089335095, -0.6596659530442222,0
0.5483492417247335, -0.6522581693794466,0
-0.5157175001522406, -0.6376978455463618,0
0.5183483797740316, -0.6298209072436421,0
0.5413865186369812, -0.6532822952061232,0
0.4421313076660677, -0.676691180952222,0
0.5456061071816919, -0.6752419885934339,0
0.3831978820503674, -0.5891047705363829,0
0.5222007398159306, -0.6349866052374747,0
0.5485745242079058, -0.6892774724622175,0
0.41305835661805707, -0.636231005408743,0
0.5485745242079056, -0.6892774724622172,0
0.5413865186369811, -0.6532822952061232,0
0.09931984660224234, -0.6475703889366088,0
0.5485745242079058, -0.6892774724622172,0
0.5417620036796212, -0.6552319199667291,0
-0.521617045008419, -0.6510306410112945,0
0.10230370275709702, -0.6364754107590782,0
0.5555028860889607, 0.20801994537458018,0
0.5402058272168331, -0.6455803032180965,0
0.40455461985270214, -0.6362533766879002,0
0.5431983586416609, -0.6632065599196516,0
0.5364166394239919, -0.6862256872164916,0
0.5413865186369811, -0.653282295206123,0
0.5431983586416593, -0.6632065599196519,0
0.5396915244303853, -0.6402116927208218,0
0.39302168602244325, -0.5955304025727135,0
0.5485745242079055, -0.6892774724622172,0
-12.549125011628501, -0.5624411185068374,0
0.5510762903517106, -0.6655725066053142,0
0.527305531703708, -0.6507538639793506,0
0.5324290317918947, -0.6775077977492939,0
0.5290246459095352, -0.6643438951726056,0
0.5431983586416591, -0.663206559919652,0
0.5524904326376134, -0.6192008454135371,0
0.5485745242079052, -0.6892774724622167,0
0.5401760014441058, -0.6422888883214508,0
0.5431983586416602, -0.663206559919652,0
0.5485745242079053, -0.6892774724622172,0
0.5525733117731323, -0.6632231318969182,0
0.5257474200787817, -0.633757917843253,0
0.5485745242079043, -0.6892774724622175,0
0.5447760190250325, -0.6594218755435203,0
0.5546203340025702, -0.5220540636971298,0
0.5324290317918942, -0.6775077977492939,0
0.5177289395464015, -0.6299533760054914,0
-1.5478572481722648, -0.6389951584449568,0
0.548822993634084, -0.09170544582726677,0
0.5407792116253846, -0.5957083061022517,0
0.5456061071816922, -0.6752419885934334,0
0.4120346251351291, -0.6449064810624252,0
0.5408030449552895, -0.6369190512595237,0
0.5485745242079063, -0.6892774724622169,0
0.5456061071816913, -0.6752419885934339,0
0.5412109076831483, -0.6518446153486864,0
0.560237901086066, -0.5253493509899546,0
0.5251118014719391, -0.6431605699900307,0
0.13387504200922548, -0.6559640191979883,0
0.5408030449552879, -0.6369190512595244,0
0.5485745242079059, -0.6892774724622172,0
0.3930216860224425, -0.5955304025727136,0
0.5485745242079062, -0.6892774724622169,0
0.5398788503268137, -0.6372875724795477,0
0.5233792866525554, -0.643942068714375,0
0.5575944904703833, -0.35428718449926533,0
0.5449058029333039, -0.6708494225305165,0
0.5485745242079053, -0.6892774724622175,0
0.5524904326376135, -0.6192008454135373,0
0.5565167480291772, -0.49527209770661973,0
0.5509787668011874, -0.6984144397449513,0
0.548574524207906, -0.6892774724622172,0
0.5233792866525548, -0.6439420687143752,0
0.5396915244303861, -0.6402116927208216,0
0.5412109076831481, -0.6518446153486864,0
0.10230370275709681, -0.6364754107590783,0
0.5413865186369827, -0.6532822952061225,0
0.5602379010860657, -0.5253493509899542,0
0.34584623622754496, -0.330361012465552,0
0.41974131695292494, -0.65554721896046,0
0.5398788503268135, -0.6372875724795477,0
0.4271442418331711, -0.6524280490376644,0
0.550461629900327, 0.6435159512451706,0
0.5431983586416592, -0.6632065599196518,0
0.4271442418331707, -0.6524280490376644,0
0.5430752545001126, -0.6469400795323863,0
0.5456205504871996, -0.6620033208642234,0
0.5558504207275122, -0.679204889387274,0
0.43617924546020587, -0.6475370050423369,0
0.5195200777337147, -0.6321822722846729,0
0.541386518636982, -0.6532822952061231,0
0.5403433359126505, -0.6458300624331185,0
0.43454274719698277, -0.6636069083418635,0
0.5233792866525548, -0.6439420687143754,0
0.5396915244303855, -0.6402116927208218,0
0.5408030449552879, -0.6369190512595245,0
0.5510762903517095, -0.6655725066053151,0
0.5215538884900367, -0.634628152004739,0
0.5251118014719395, -0.6431605699900305,0
0.5555028860889616, 0.20801994537458052,0
0.5456061071816921, -0.6752419885934333,0
0.548574524207905, -0.6892774724622172,0
0.5277121214751682, -0.6484742774275021,0
0.5513019357259451, -0.13455672350648543,0
0.5476626463146163, -0.6836174592662837,0
0.5509787668011881, -0.6984144397449512,0
0.5408030449552885, -0.6369190512595242,0
0.539691524430386, -0.6402116927208217,0
0.5222007398159304, -0.634986605237475,0
0.5407441443266832, -0.6413322017789305,0
0.4276394552569149, -0.6680644816167589,0
0.5420830046095599, -0.643071111570807,0
0.5396915244303853, -0.6402116927208218,0
0.5575944904703841, -0.35428718449926516,0
0.39302168602244236, -0.5955304025727137,0
0.4276394552569155, -0.6680644816167587,0
0.532450914829405, -0.6583058722739245,0
0.5233984574929547, -0.6378677808209892,0
0.5450030006050764, -0.6442932409442232,0
0.3831978820503671, -0.589104770536383,0
0.5401760014441044, -0.6422888883214513,0
-39.729513111750244, -0.38046255365012804,0
0.5398788503268128, -0.6372875724795476,0
0.5458027615797917, -0.5962110584909144,0
0.5257474200787816, -0.6337579178432527,0
0.5577104507994454, -0.6772992372618838,0
0.5424993483649847, -0.6392172378259996,0
0.5476626463146174, -0.6836174592662835,0
-1.5034266509882641, -0.6511974295406466,0
0.5488229936340849, -0.09170544582726647,0
0.5456061071816922, -0.6752419885934335,0
0.5299444081390885, -0.6605365540237012,0
0.5420830046095603, -0.6430711115708069,0
0.5476626463146166, -0.6836174592662835,0
0.5424993483649853, -0.6392172378259995,0
0.5259963175133632, -0.6531182825725498,0
0.5233984574929553, -0.6378677808209887,0
0.5442278223419091, -0.6476167264623303,0
0.10230370275709716, -0.636475410759078,0
0.5394409550672368, -0.5990309537333014,0
0.5401760014441055, -0.6422888883214508,0
0.541210907683148, -0.6518446153486863,0
0.5396915244303851, -0.6402116927208217,0
-0.5441327286060375, -0.6291013898215737,0
0.5485745242079058, -0.6892774724622167,0
0.5449058029333044, -0.6708494225305165,0
0.42763945525691627, -0.6680644816167588,0
0.4197413169529247, -0.6555472189604599,0
0.5324290317918942, -0.6775077977492938,0
0.560237901086066, -0.5253493509899542,0
0.5485745242079058, -0.6892774724622175,0
0.5456061071816909, -0.6752419885934339,0
0.5402058272168335, -0.6455803032180965,0
0.5558504207275112, -0.6792048893872745,0
0.540205827216833, -0.6455803032180967,0
0.10230370275709641, -0.6364754107590782,0
0.5488229936340843, -0.0917054458272668,0
0.5427434767064225, -0.6602214383029028,0
0.539878850326813, -0.6372875724795477,0
0.5575944904703842, -0.3542871844992653,0
0.5413865186369814, -0.6532822952061232,0
0.5427434767064241, -0.6602214383029019,0
0.5413865186369823, -0.6532822952061228,0
0.5458027615797932, -0.5962110584909139,0
-1.547857248172265, -0.6389951584449569,0
0.5424993483649853, -0.6392172378259989,0
0.5188946190608209, -0.5983200330370676,0
-0.48744619854398424, -0.6481872929058162,0
0.5329931907289073, -0.6723975313578304,0
0.5488229936340847, -0.0917054458272666,0
0.5427434767064239, -0.6602214383029018,0
0.5449058029333039, -0.6708494225305167,0
0.038371394969026376, -0.5330888749903954,0
-5.459693869492525, -0.6112383809356141,0
0.5364166394239925, -0.6862256872164916,0
0.5413865186369824, -0.653282295206123,0
0.5428880671131794, -0.5947313047663735,0
0.5181902810869738, -0.5966664966657845,0
0.5576863357872973, -0.6288497822462901,0
0.5514767417741055, -0.4951540835325468,0
0.5424993483649849, -0.6392172378259994,0
0.5427434767064235, -0.6602214383029019,0
0.5420830046095598, -0.6430711115708069,0
0.3973365411548172, -0.6296990146021372,0
0.5222007398159308, -0.634986605237475,0
0.5329931907289067, -0.6723975313578309,0
0.5615714687494769, -0.6960884123298776,0
0.4197413169529248, -0.6555472189604599,0
0.5427434767064235, -0.660221438302902,0
0.5398788503268125, -0.6372875724795479,0
0.5398788503268133, -0.6372875724795477,0
0.54288806711318, -0.5947313047663731,0
0.5682746744667785, -0.7163341841983751,0
0.5485745242079056, -0.6892774724622175,0
0.5251118014719394, -0.6431605699900306,0
0.5412109076831491, -0.651844615348686,0
0.09931984660224202, -0.6475703889366087,0
0.5257474200787811, -0.6337579178432533,0
0.539691524430386, -0.6402116927208213,0
0.5476626463146158, -0.6836174592662837,0
0.5181057797110291, -0.5974368386844484,0
0.5449058029333048, -0.6708494225305165,0
0.5233984574929549, -0.6378677808209885,0
0.5299444081390889, -0.6605365540237009,0
0.5394586320869581, -0.6110185345057862,0
0.5449058029333045, -0.6708494225305163,0
-0.5157175001522395, -0.6376978455463616,0
0.5509787668011868, -0.6984144397449517,0
0.5324290317918942, -0.6775077977492938,0
0.5212188946788778, -0.6131800474276325,0
0.5233792866525556, -0.6439420687143751,0
0.5402058272168341, -0.6455803032180962,0
0.5499114248129132, -0.5212566848170436,0
0.5439859168915602, -0.5018806797179236,0
0.5364166394239913, -0.6862256872164921,0
0.5638276467315705, -0.6414287977483565,0
0.5408030449552892, -0.6369190512595243,0
0.5456061071816916, -0.6752419885934337,0
0.5398788503268137, -0.6372875724795473,0
0.5488229936340837, -0.09170544582726708,0
0.42936038841961466, -0.649721206727273,0
0.5474525617195926, -0.1563133760601648,0
0.5233792866525541, -0.6439420687143754,0
0.5233792866525545, -0.6439420687143755,0
0.5546203340025684, -0.5220540636971307,0
0.5154908447036068, -0.5930667501440254,0
0.5259963175133646, -0.6531182825725488,0
0.5299444081390878, -0.660536554023701,0
0.5447760190250334, -0.6594218755435199,0
0.13387504200922623, -0.6559640191979883,0
0.5404560970012972, -0.6076837094707009,0
0.149686497817795, -0.6685293499317515,0
0.5403433359126515, -0.645830062433118,0
